data,total
23/08/2024 17:58,30.8
23/08/2024 17:58,77
23/08/2024 18:00,49.5
23/08/2024 18:02,55
23/08/2024 18:09,19.8
23/08/2024 18:27,77
23/08/2024 18:28,25.3
23/08/2024 18:57,27.5
23/08/2024 19:03,45.1
23/08/2024 19:05,27.5
23/08/2024 19:06,62.7
23/08/2024 19:08,28.6
23/08/2024 19:11,64.9
23/08/2024 19:11,55.99
23/08/2024 19:16,19.8
23/08/2024 19:45,78.1
24/08/2024 07:44,49.5
24/08/2024 07:46,29.7
24/08/2024 07:47,92.29
24/08/2024 07:48,59.29
24/08/2024 07:50,40.48
24/08/2024 07:52,89.1
24/08/2024 08:04,57.09
24/08/2024 08:09,114.62
24/08/2024 08:29,42.79
24/08/2024 08:45,105.27
24/08/2024 08:57,60.39
24/08/2024 08:58,67.1
24/08/2024 08:58,211.09
24/08/2024 09:05,28.6
24/08/2024 09:13,27.5
24/08/2024 09:13,86.57
24/08/2024 09:19,115.5
24/08/2024 09:36,19.8
24/08/2024 09:36,29.7
24/08/2024 09:37,56.1
24/08/2024 09:39,86.9
24/08/2024 09:50,12.1
24/08/2024 09:57,42.9
24/08/2024 10:16,64.9
24/08/2024 10:20,59.4
24/08/2024 10:40,59.4
24/08/2024 10:46,24.2
24/08/2024 10:55,67.1
24/08/2024 11:04,45.1
24/08/2024 11:33,14
24/08/2024 11:40,51.7
24/08/2024 11:44,24.2
24/08/2024 11:59,43.78
24/08/2024 12:02,35.2
24/08/2024 12:36,18
24/08/2024 12:36,8
24/08/2024 12:45,27
24/08/2024 13:51,41.69
24/08/2024 14:29,24.2
24/08/2024 15:09,22
24/08/2024 16:23,25.3
24/08/2024 16:33,42.9
24/08/2024 16:50,79.2
24/08/2024 16:55,27.5
24/08/2024 16:56,51.7
24/08/2024 17:07,58.3
24/08/2024 17:11,24.2
24/08/2024 17:19,50
24/08/2024 17:23,47.3
24/08/2024 17:47,74.69
24/08/2024 17:59,16.5
24/08/2024 18:11,44.77
24/08/2024 18:12,48.4
24/08/2024 18:14,28.6
24/08/2024 18:50,46.2
25/08/2024 07:46,25.3
25/08/2024 07:57,38.5
25/08/2024 08:37,28.49
25/08/2024 08:37,35.2
25/08/2024 08:38,51.7
25/08/2024 08:38,17.6
25/08/2024 08:53,22
25/08/2024 09:14,31.9
25/08/2024 09:16,49.5
25/08/2024 09:23,23.1
25/08/2024 10:14,57.2
25/08/2024 10:14,27.39
25/08/2024 10:14,29.59
25/08/2024 10:30,32.78
25/08/2024 10:42,62.7
25/08/2024 10:49,46.2
25/08/2024 11:00,35.2
25/08/2024 11:02,30.8
25/08/2024 11:24,130.79
25/08/2024 11:25,73.7
27/08/2024 08:07,27.5
27/08/2024 08:22,19.8
27/08/2024 09:00,15.4
27/08/2024 09:09,12.1
27/08/2024 09:10,10
27/08/2024 09:42,12.1
27/08/2024 10:13,16.5
27/08/2024 10:14,25.3
27/08/2024 10:16,12.1
27/08/2024 10:17,8.8
27/08/2024 10:24,17.6
27/08/2024 11:23,25.3
27/08/2024 14:09,16.5
27/08/2024 14:30,23.1
27/08/2024 15:58,27.5
27/08/2024 16:19,26.4
27/08/2024 16:19,31.9
27/08/2024 16:46,72.6
27/08/2024 16:52,25.3
27/08/2024 17:01,44
27/08/2024 17:58,37.4
27/08/2024 18:00,13.2
27/08/2024 18:13,32.45
27/08/2024 19:22,97.9
27/08/2024 19:26,44
27/08/2024 19:28,62.59
28/08/2024 07:28,51.15
28/08/2024 07:49,14.3
28/08/2024 07:50,56.1
28/08/2024 07:50,30.8
28/08/2024 07:50,9.9
28/08/2024 07:56,24.09
28/08/2024 08:08,28.6
28/08/2024 08:21,18.7
28/08/2024 09:01,8.8
28/08/2024 09:07,63.58
28/08/2024 09:08,99.88
28/08/2024 09:23,19.69
28/08/2024 09:23,16.5
28/08/2024 09:24,8.8
28/08/2024 09:28,19.8
28/08/2024 09:32,28.6
28/08/2024 09:50,8.8
28/08/2024 09:51,29.7
28/08/2024 09:52,27.5
28/08/2024 09:53,20.9
28/08/2024 09:54,9.35
28/08/2024 10:05,29.7
28/08/2024 10:31,15.4
28/08/2024 11:44,23.9
28/08/2024 12:32,9.9
28/08/2024 12:33,15.4
28/08/2024 13:25,15
28/08/2024 14:30,42
28/08/2024 14:59,31.9
28/08/2024 15:29,52.8
28/08/2024 15:31,15.4
28/08/2024 16:24,46
28/08/2024 16:57,47.3
28/08/2024 17:05,53.9
28/08/2024 17:15,25.3
28/08/2024 17:20,37.4
28/08/2024 17:21,39.6
28/08/2024 18:32,96
28/08/2024 18:40,18.7
28/08/2024 18:43,59.18
28/08/2024 18:57,60.5
28/08/2024 19:13,30.8
28/08/2024 19:26,40.7
29/08/2024 07:44,6.6
29/08/2024 07:45,35.2
29/08/2024 08:18,15.4
29/08/2024 08:19,12.1
29/08/2024 08:32,57.2
29/08/2024 08:55,19.8
29/08/2024 08:57,16.5
29/08/2024 09:12,19.8
29/08/2024 09:16,25.3
29/08/2024 09:22,61.49
29/08/2024 09:32,37.29
29/08/2024 09:54,78.1
29/08/2024 09:55,27.39
29/08/2024 09:59,37.4
29/08/2024 10:02,63.8
29/08/2024 10:08,25.3
29/08/2024 10:30,41.8
29/08/2024 10:34,22
29/08/2024 10:35,16.5
29/08/2024 10:57,53.9
29/08/2024 10:58,26.4
29/08/2024 12:34,8
29/08/2024 12:59,18.7
29/08/2024 14:39,59.4
29/08/2024 14:40,63.8
29/08/2024 15:18,38.5
29/08/2024 15:54,56.1
29/08/2024 15:58,55
29/08/2024 16:00,23.1
29/08/2024 16:12,28.6
29/08/2024 16:14,22
29/08/2024 16:25,19.8
29/08/2024 16:26,8.8
29/08/2024 16:27,16.5
29/08/2024 16:29,83.27
29/08/2024 16:47,51.59
29/08/2024 16:53,39.6
29/08/2024 16:56,29.7
29/08/2024 17:12,29.7
29/08/2024 17:15,16.5
29/08/2024 17:17,70.4
29/08/2024 17:39,64.9
29/08/2024 17:44,19.8
29/08/2024 17:50,25.3
29/08/2024 17:53,31.9
29/08/2024 18:13,30.8
29/08/2024 18:23,29.7
29/08/2024 18:38,59.4
29/08/2024 18:40,47.3
29/08/2024 19:01,14.3
29/08/2024 19:30,72.6
29/08/2024 19:44,45
30/08/2024 07:21,68.2
30/08/2024 07:35,43.89
30/08/2024 07:46,14.3
30/08/2024 07:46,22
30/08/2024 07:49,26.29
30/08/2024 08:34,29.7
30/08/2024 08:49,53.9
30/08/2024 08:57,46.2
30/08/2024 09:28,55
30/08/2024 09:34,73.7
30/08/2024 09:58,9.35
30/08/2024 09:59,25.3
30/08/2024 10:00,28.6
30/08/2024 10:49,14.3
30/08/2024 10:50,15.29
30/08/2024 11:01,16.5
30/08/2024 11:10,23.1
30/08/2024 14:01,27.5
30/08/2024 14:04,52.8
30/08/2024 14:06,16.5
30/08/2024 14:43,16.5
30/08/2024 16:03,40.7
30/08/2024 16:12,48.4
30/08/2024 16:18,74.8
30/08/2024 16:23,16.5
30/08/2024 16:29,43.89
30/08/2024 16:55,36.3
30/08/2024 16:56,12.1
30/08/2024 17:07,72.6
30/08/2024 17:23,29
30/08/2024 17:57,37.4
30/08/2024 17:58,40.7
30/08/2024 17:58,86.9
30/08/2024 18:34,22
30/08/2024 18:36,22
30/08/2024 18:38,71.5
30/08/2024 19:11,55
30/08/2024 19:13,39.6
30/08/2024 19:14,33
31/08/2024 08:20,37.4
31/08/2024 08:21,28.6
31/08/2024 08:35,25.3
31/08/2024 08:36,44.88
31/08/2024 08:48,76.78
31/08/2024 09:02,60
31/08/2024 09:04,51.7
31/08/2024 09:10,31.57
31/08/2024 09:12,62.7
31/08/2024 09:41,31.9
31/08/2024 09:45,95.7
31/08/2024 09:48,41.8
31/08/2024 09:57,33
31/08/2024 10:05,51.7
31/08/2024 10:11,50.49
31/08/2024 10:11,83.49
31/08/2024 10:18,36.19
31/08/2024 10:32,27.5
31/08/2024 10:35,40.59
31/08/2024 10:36,11
31/08/2024 11:24,67.1
31/08/2024 12:48,40.7
31/08/2024 12:49,49.5
31/08/2024 15:44,18.7
31/08/2024 16:42,133.1
31/08/2024 17:05,15.4
31/08/2024 17:19,17.6
31/08/2024 17:49,36.3
31/08/2024 17:52,11
31/08/2024 17:55,18.7
31/08/2024 18:02,63.8
31/08/2024 18:18,22
31/08/2024 19:12,50.49
01/09/2024 07:58,53.68
01/09/2024 08:03,35.2
01/09/2024 08:36,69.3
01/09/2024 09:13,52.8
01/09/2024 09:23,62.7
01/09/2024 09:43,67.1
01/09/2024 09:45,48.4
01/09/2024 09:48,29.48
01/09/2024 10:16,65.78
01/09/2024 10:26,69.08
01/09/2024 10:27,68.09
01/09/2024 10:28,64.68
01/09/2024 10:34,42.9
01/09/2024 10:50,64.9
01/09/2024 11:01,55.77
01/09/2024 11:14,40.59
01/09/2024 11:58,19.8
01/09/2024 12:35,36.3
01/09/2024 12:44,82.5
03/09/2024 07:33,14.3
03/09/2024 08:05,46.2
03/09/2024 08:19,26.4
03/09/2024 08:25,27.39
03/09/2024 08:29,16.5
03/09/2024 08:44,39.6
03/09/2024 08:59,16.5
03/09/2024 09:00,23.1
03/09/2024 09:16,22
03/09/2024 09:17,50.6
03/09/2024 09:18,12.1
03/09/2024 09:26,40.59
03/09/2024 09:29,19.8
03/09/2024 09:33,12.1
03/09/2024 09:45,30.8
03/09/2024 09:59,25.3
03/09/2024 10:07,16.5
03/09/2024 10:08,28.6
03/09/2024 10:09,24.2
03/09/2024 10:11,16.5
03/09/2024 10:37,14
03/09/2024 10:57,24.2
03/09/2024 11:11,12.1
03/09/2024 16:08,24.2
03/09/2024 17:16,84
03/09/2024 17:41,31.9
03/09/2024 17:41,84.7
03/09/2024 17:42,36.3
03/09/2024 17:42,19.8
03/09/2024 17:55,33
03/09/2024 18:05,64.79
03/09/2024 18:23,24.2
03/09/2024 18:24,30.8
03/09/2024 18:24,27.5
03/09/2024 18:25,44
03/09/2024 19:03,45.1
03/09/2024 19:03,26.4
03/09/2024 19:04,36.3
03/09/2024 19:04,58.3
03/09/2024 19:31,14.3
03/09/2024 19:50,38.5
04/09/2024 07:56,7.7
04/09/2024 07:59,8.8
04/09/2024 08:01,30.8
04/09/2024 08:10,58.3
04/09/2024 08:44,22
04/09/2024 08:45,35.2
04/09/2024 08:52,79.2
04/09/2024 09:14,75.79
04/09/2024 09:34,19.8
04/09/2024 09:36,33
04/09/2024 09:37,18.7
04/09/2024 09:38,16.5
04/09/2024 09:39,23.1
04/09/2024 10:39,33
04/09/2024 13:34,27.5
04/09/2024 13:40,20.9
04/09/2024 13:49,37
04/09/2024 15:02,31.9
04/09/2024 15:04,31.9
04/09/2024 15:04,36.3
04/09/2024 15:08,50.6
04/09/2024 15:52,31.9
04/09/2024 16:00,11
04/09/2024 16:45,14.3
04/09/2024 16:45,27.5
04/09/2024 16:46,51.7
04/09/2024 17:36,51.59
04/09/2024 17:37,30.8
04/09/2024 17:38,33
04/09/2024 17:44,34.1
04/09/2024 17:45,7.7
04/09/2024 17:54,48.4
04/09/2024 18:18,30.8
04/09/2024 18:23,6.6
04/09/2024 18:45,59.29
04/09/2024 18:45,57.09
04/09/2024 19:00,33
04/09/2024 19:09,61.6
04/09/2024 19:53,20.9
05/09/2024 07:45,25.3
05/09/2024 07:55,18.7
05/09/2024 08:00,35.09
05/09/2024 08:05,35.09
05/09/2024 08:24,11
05/09/2024 08:55,8.8
05/09/2024 09:30,92.29
05/09/2024 09:31,59.29
05/09/2024 09:34,56.1
05/09/2024 09:47,26.95
05/09/2024 09:48,24.2
05/09/2024 09:48,59.4
05/09/2024 09:49,24.2
05/09/2024 09:49,24.2
05/09/2024 09:55,16.5
05/09/2024 10:03,18.7
05/09/2024 10:06,44
05/09/2024 10:09,18.7
05/09/2024 10:12,13.2
05/09/2024 12:22,25.3
05/09/2024 12:22,24.2
05/09/2024 13:38,28.6
05/09/2024 13:47,71.5
05/09/2024 13:56,23.1
05/09/2024 14:06,16.5
05/09/2024 14:07,22
05/09/2024 14:38,98
05/09/2024 15:06,11
05/09/2024 15:46,42.9
05/09/2024 15:49,51.7
05/09/2024 16:07,49.39
05/09/2024 16:12,30.8
05/09/2024 16:22,26.4
05/09/2024 16:47,19.8
05/09/2024 16:48,16.5
05/09/2024 16:51,26.4
05/09/2024 17:04,29
05/09/2024 17:27,30
05/09/2024 17:27,56.1
05/09/2024 17:28,33
05/09/2024 17:35,23.1
05/09/2024 17:35,25.3
05/09/2024 17:37,61.6
05/09/2024 17:39,30.8
05/09/2024 17:40,121
05/09/2024 17:55,28.6
05/09/2024 17:57,62.7
05/09/2024 18:10,26.4
05/09/2024 18:18,58.3
05/09/2024 18:24,101.2
05/09/2024 18:29,50.6
05/09/2024 18:41,25.3
05/09/2024 18:54,44
05/09/2024 19:04,20.9
05/09/2024 19:04,58.19
05/09/2024 19:05,40.7
05/09/2024 19:06,36.3
05/09/2024 19:18,192
05/09/2024 19:26,65.78
05/09/2024 19:26,47.3
05/09/2024 19:28,47.3
05/09/2024 19:44,68.2
05/09/2024 19:45,57.09
06/09/2024 07:17,18.7
06/09/2024 07:50,16.5
06/09/2024 07:54,31.9
06/09/2024 07:59,19.8
06/09/2024 08:41,55
06/09/2024 08:42,28.6
06/09/2024 09:12,30.8
06/09/2024 09:30,24.2
06/09/2024 09:31,41.8
06/09/2024 09:45,8
06/09/2024 09:55,22
06/09/2024 09:55,16.5
06/09/2024 09:56,28.6
06/09/2024 09:57,25.3
06/09/2024 10:11,19.8
06/09/2024 10:35,20.9
06/09/2024 10:36,16.5
06/09/2024 10:40,107.58
06/09/2024 10:56,8.8
06/09/2024 11:01,18.7
06/09/2024 12:31,83.6
06/09/2024 13:28,25.3
06/09/2024 14:16,43.78
06/09/2024 14:17,44
06/09/2024 14:19,64.9
06/09/2024 14:22,34.1
06/09/2024 15:13,11
06/09/2024 15:24,36.3
06/09/2024 16:59,28.6
06/09/2024 17:05,47.3
06/09/2024 17:35,27.5
06/09/2024 17:52,35.2
06/09/2024 17:56,16.5
06/09/2024 17:57,57.2
06/09/2024 18:08,50.6
06/09/2024 18:28,46.2
06/09/2024 18:29,17.6
06/09/2024 18:29,83.49
06/09/2024 18:30,33
06/09/2024 18:31,34.1
06/09/2024 18:41,67.1
06/09/2024 19:05,22
06/09/2024 19:40,88
07/09/2024 07:07,9.9
07/09/2024 07:34,33
07/09/2024 07:35,14.3
07/09/2024 08:05,8.8
07/09/2024 08:06,28.6
07/09/2024 08:10,45.1
07/09/2024 08:26,41.69
07/09/2024 08:39,16.5
07/09/2024 08:40,52.8
07/09/2024 08:52,23.65
07/09/2024 09:20,117.15
07/09/2024 09:30,55
07/09/2024 09:42,81.4
07/09/2024 09:56,39.6
07/09/2024 09:57,104.28
07/09/2024 10:05,78.1
07/09/2024 10:12,35
07/09/2024 10:12,26.4
07/09/2024 10:13,35.2
07/09/2024 10:24,25.3
07/09/2024 10:25,51.59
07/09/2024 10:27,92.4
07/09/2024 10:40,63.58
07/09/2024 10:40,50.6
07/09/2024 10:46,29.48
07/09/2024 10:51,91.08
07/09/2024 11:14,42.9
07/09/2024 11:26,52.8
07/09/2024 11:41,14.3
07/09/2024 12:13,35.2
07/09/2024 17:16,77
07/09/2024 17:16,55
07/09/2024 17:54,83.6
07/09/2024 18:00,38.5
07/09/2024 18:06,57.2
07/09/2024 18:14,37.29
07/09/2024 18:49,25.3
07/09/2024 18:49,15.4
07/09/2024 19:20,72.6
07/09/2024 19:52,16.5
08/09/2024 08:18,44
08/09/2024 08:19,42.9
08/09/2024 08:24,8.8
08/09/2024 08:25,66.77
08/09/2024 08:27,94.27
08/09/2024 08:38,69.3
08/09/2024 08:46,30.8
08/09/2024 08:56,73.7
08/09/2024 09:05,52.69
08/09/2024 09:16,12.1
08/09/2024 09:16,43.78
08/09/2024 09:16,83.49
08/09/2024 09:38,58.08
08/09/2024 10:00,26.29
08/09/2024 10:04,31.79
08/09/2024 10:14,41.8
08/09/2024 10:15,291.72
08/09/2024 10:34,108.68
08/09/2024 10:40,14.3
08/09/2024 10:40,36.08
08/09/2024 10:49,42.9
08/09/2024 11:06,64.79
08/09/2024 11:30,52.69
08/09/2024 12:47,19.8
10/09/2024 07:43,25.3
10/09/2024 07:51,34.1
10/09/2024 07:52,8.8
10/09/2024 07:52,44
10/09/2024 07:53,20.9
10/09/2024 08:01,24.09
10/09/2024 08:55,16.5
10/09/2024 08:59,19.8
10/09/2024 09:03,19.8
10/09/2024 09:37,28.6
10/09/2024 09:43,19.8
10/09/2024 09:43,19.8
10/09/2024 09:44,97.9
10/09/2024 09:51,39.49
10/09/2024 10:09,70.4
10/09/2024 10:19,12.1
10/09/2024 10:28,20.9
10/09/2024 10:34,27
10/09/2024 12:24,33
10/09/2024 12:31,48
10/09/2024 13:45,27.5
10/09/2024 14:14,63
10/09/2024 14:15,18
10/09/2024 15:14,44
10/09/2024 15:16,41.8
10/09/2024 15:27,22
10/09/2024 15:51,30
10/09/2024 15:55,24.2
10/09/2024 16:00,30.8
10/09/2024 16:11,53.9
10/09/2024 16:32,26.4
10/09/2024 16:39,27.5
10/09/2024 16:39,26.4
10/09/2024 16:46,55
10/09/2024 16:49,105.6
10/09/2024 16:49,37.4
10/09/2024 16:49,27.39
10/09/2024 17:19,41.8
10/09/2024 17:39,27.5
10/09/2024 17:51,29.15
10/09/2024 17:57,50
10/09/2024 17:58,33
10/09/2024 18:08,19.8
10/09/2024 18:10,16.5
10/09/2024 18:58,56.65
10/09/2024 19:21,77.99
11/09/2024 07:19,17.9
11/09/2024 07:44,21.89
11/09/2024 07:44,8.8
11/09/2024 07:45,24.2
11/09/2024 08:21,46.2
11/09/2024 09:37,19.8
11/09/2024 09:57,41.8
11/09/2024 09:58,104.28
11/09/2024 09:58,30.8
11/09/2024 10:01,27.5
11/09/2024 10:02,37.4
11/09/2024 10:11,56.1
11/09/2024 10:29,16.5
11/09/2024 10:30,35.2
11/09/2024 11:07,28.49
11/09/2024 11:08,44
11/09/2024 13:26,36.3
11/09/2024 13:54,39.6
11/09/2024 13:55,16.5
11/09/2024 14:33,39.6
11/09/2024 14:38,34.65
11/09/2024 15:50,38.5
11/09/2024 16:12,25.3
11/09/2024 16:43,29.7
11/09/2024 16:43,66
11/09/2024 17:04,48.4
11/09/2024 17:05,33
11/09/2024 17:06,24.2
11/09/2024 17:31,47.3
11/09/2024 17:31,23.1
11/09/2024 17:35,60.5
11/09/2024 17:36,30.8
11/09/2024 18:24,107.8
11/09/2024 18:35,27.5
12/09/2024 07:35,19.8
12/09/2024 07:51,31.9
12/09/2024 07:54,2.2
12/09/2024 08:23,9.9
12/09/2024 09:23,14.3
12/09/2024 09:24,28.6
12/09/2024 09:25,28.6
12/09/2024 09:58,29.7
12/09/2024 10:09,26.9
12/09/2024 10:54,16.5
12/09/2024 10:59,19.8
12/09/2024 12:36,256
12/09/2024 12:56,16.5
12/09/2024 15:16,25.3
12/09/2024 15:28,72
12/09/2024 15:30,36.3
12/09/2024 15:31,30.8
12/09/2024 16:34,11
12/09/2024 16:34,16.5
12/09/2024 16:35,17.6
12/09/2024 16:35,8.8
12/09/2024 16:36,33
12/09/2024 16:55,22
12/09/2024 16:56,30.8
12/09/2024 16:57,41.8
12/09/2024 16:57,23.1
12/09/2024 17:17,30.8
12/09/2024 17:25,26.4
12/09/2024 17:31,33
12/09/2024 18:00,34
12/09/2024 18:01,27.5
12/09/2024 18:07,61.6
12/09/2024 18:08,61.6
12/09/2024 18:13,33
12/09/2024 18:18,78.1
12/09/2024 18:33,32.34
12/09/2024 18:37,25.3
12/09/2024 19:10,119.35
12/09/2024 19:29,76.8
13/09/2024 07:42,15.4
13/09/2024 08:27,21
13/09/2024 08:37,26.4
13/09/2024 08:42,37.4
13/09/2024 08:43,26.4
13/09/2024 09:24,66
13/09/2024 09:42,27.5
13/09/2024 09:45,28.6
13/09/2024 09:46,28.6
13/09/2024 09:47,33
13/09/2024 10:01,18.7
13/09/2024 10:01,23.1
13/09/2024 10:02,18.7
13/09/2024 10:10,17.6
13/09/2024 10:44,19.8
13/09/2024 10:58,33
13/09/2024 11:00,19.8
13/09/2024 11:36,24.09
13/09/2024 12:01,28.6
13/09/2024 12:29,52.8
13/09/2024 12:44,36.3
13/09/2024 14:51,114.4
13/09/2024 14:56,74.8
13/09/2024 15:43,25.3
13/09/2024 15:53,41.8
13/09/2024 16:07,44
13/09/2024 16:14,46.2
13/09/2024 16:39,36.3
13/09/2024 16:40,19.8
13/09/2024 16:40,39.6
13/09/2024 16:41,63.8
13/09/2024 17:16,41.8
13/09/2024 17:33,57.2
13/09/2024 17:34,17.6
13/09/2024 17:53,48.29
13/09/2024 17:56,27.5
13/09/2024 17:57,43.89
13/09/2024 17:57,32.45
13/09/2024 17:58,26.95
13/09/2024 18:30,18.7
13/09/2024 18:39,66
13/09/2024 19:00,30.8
13/09/2024 19:09,44
13/09/2024 20:27,130.9
14/09/2024 07:35,14.3
14/09/2024 07:51,58.3
14/09/2024 07:55,46.2
14/09/2024 07:59,58.19
14/09/2024 08:05,53.9
14/09/2024 08:10,81.07
14/09/2024 08:20,52.58
14/09/2024 08:26,22
14/09/2024 08:35,94.6
14/09/2024 08:38,33
14/09/2024 08:50,58.3
14/09/2024 08:50,36.3
14/09/2024 08:51,58.19
14/09/2024 08:56,43.89
14/09/2024 08:57,58.19
14/09/2024 09:18,29.48
14/09/2024 09:19,16.39
14/09/2024 09:29,12.1
14/09/2024 09:35,39
14/09/2024 09:36,26.4
14/09/2024 09:40,39.49
14/09/2024 09:40,47.3
14/09/2024 09:41,44
14/09/2024 09:48,30.8
14/09/2024 09:57,31.79
14/09/2024 10:03,14.3
14/09/2024 10:05,63.8
14/09/2024 10:51,30.69
14/09/2024 11:14,29.7
14/09/2024 11:28,24.2
14/09/2024 12:37,93.5
14/09/2024 14:10,27.5
14/09/2024 15:30,38.5
14/09/2024 16:34,65.89
14/09/2024 16:35,8.8
14/09/2024 16:36,3.3
14/09/2024 16:37,14.3
14/09/2024 16:38,12.1
14/09/2024 16:39,61.6
14/09/2024 17:47,84
14/09/2024 18:02,44
14/09/2024 18:03,28.6
14/09/2024 18:09,67.1
14/09/2024 18:11,70.4
14/09/2024 18:11,68
15/09/2024 07:43,49.5
15/09/2024 07:44,28.6
15/09/2024 07:45,23.1
15/09/2024 08:03,14.3
15/09/2024 08:13,8.8
15/09/2024 08:20,59.4
15/09/2024 08:25,51.59
15/09/2024 08:27,36.3
15/09/2024 08:36,64.79
15/09/2024 08:46,50.6
15/09/2024 08:49,26.4
15/09/2024 09:00,28.6
15/09/2024 09:16,108.79
15/09/2024 09:18,39.49
15/09/2024 09:24,35.2
15/09/2024 10:03,58.3
15/09/2024 10:09,63.58
15/09/2024 10:13,52.25
15/09/2024 10:14,39.6
15/09/2024 10:19,47.85
15/09/2024 10:27,53.9
15/09/2024 11:00,77
15/09/2024 11:10,47.3
17/09/2024 07:43,8.8
17/09/2024 07:44,16.5
17/09/2024 07:44,55
17/09/2024 07:57,51.9
17/09/2024 07:57,16
17/09/2024 08:08,24.2
17/09/2024 08:11,17.6
17/09/2024 08:42,29.48
17/09/2024 08:46,30.8
